,Aurora,Incenp,Survivin,Borealin,Sgo,CenpA,Ndc10,Ctf13,Cep3,Skp1,CenpT,CenpW,CenpS,CenpX,CenpC,CenpL,CenpN,CenpH,CenpI,CenpK,CenpM,CenpO,CenpP,CenpQ,CenpR,CenpU,Plk,Mis12,Nnf1,Dsn1,Nsl1,Cep57,SKAP,Astrin,Knl1,Zwint-1,Spc24,Spc25,Nuf2,Ndc80,Mps1,ARHGEF17,Ska1,Ska2,Ska3,Dam1,Duo1,Dad1,Dad2,Dad3,Dad4,Hsk3,Ask1,Spc19,Spc34,Rod,Zwilch,ZW10,Spindly,MadBub,Bub3,BugZ,CenpF,CenpE,Mad1,Mad2,Cdc20,Apc15,p31comet,TRIP13,HORMAD,Apc1,Apc2,Apc3,Apc4,Apc5,Apc6,Apc7,Apc8,Apc9,Apc10,Apc11,Apc12,Apc13,Apc16,Cdh1,NAG,RINT1,Nup107,Nup133,Nup160
CenpT,0.133750094043068,0.186052101883813,0.279495440238686,0.111535605918289,0.343914121659642,-0.09777072968538,0.299424735808171,0.299424735808171,0.299424735808171,0,1,0.684890388365061,0.443841193440858,0.400062797186883,0.176357792586313,0.698961913293576,0.846372028304927,0.762093796707796,0.824434538148607,0.699349867152622,0.503875093540165,0.726542590536946,0.833846153846154,0.555169199246308,0.299424735808171,0.68288335045575,0.277350098112615,0.297732579078422,0.268361862633269,0.317447493767437,0.342068690486266,0.226246595897627,0.391076944437522,0.391076944437522,0.218461538461538,0.202547873416733,0.309600604912542,0.186052101883813,-0.01760465162266,0.106540341081083,0.197731495621973,0.188598066716578,0.014135069854804,0.014135069854804,0.081199794294115,0.390769230769231,0.461241872513782,0.503875093540165,0.444205674568303,0.478990018817814,0.52461861835537,0.555121683201155,0.460132167666652,0.587982207998743,0.503875093540165,0.079591718344054,0.192952764247546,0.186052101883813,0.109032618459394,0.271827353094036,0.219264504826757,-0.01869893980017,0.374475526541796,0.170276489393682,0.172525585902102,0.172525585902102,0.165748386032949,0.403244113704582,0.05242202170035,0.037397879600338,-0.01190771557356,-0.00514582787818,0.106540341081083,0.06629935441318,0.107528371571346,0.192739992314383,0.206724557648681,-0.0584043540281,0.11516335992622,0.299424735808171,0.150414209399047,0.138459004114091,0.233090032293302,0.128353490404079,0.375645435106993,0.041344911529736,0.224832049649178,0.283483888688094,0.184257061519757,0.273846153846154,0.202431164750508
CenpW,0.10028244211278,0.159840503272751,0.391625641292397,0.112574242353129,0.28593138470052,-0.08198699999177,0.07555325606086,0.07555325606086,0.07555325606086,0,0.684890388365061,1,0.311319726197959,0.369774553083074,0.16813552751666,0.641489113295015,0.674388335614889,0.629152354079017,0.657595949221429,0.66541772330746,0.59030127770114,0.582896508625965,0.684890388365061,0.522096703194229,0.39935292489312,0.59030127770114,0.207950097964015,0.304407773659105,0.258423399098328,0.29349713184923,0.370934141852887,0.252497951415304,0.394718712104221,0.394718712104221,0.15860619520033,0.142373699362875,0.186932185025695,0.159840503272751,0.001649940388731,0.043117723751564,0.119387300730421,0.181956335718513,0.046366767731611,0.046366767731611,0.139520229593756,0.360468625455295,0.369586647075657,0.3106848830006,0.3106848830006,0.361883096489174,0.369586647075657,0.467905405405405,0.329775088130697,0.493881482664535,0.380588981675735,0.057278169199251,0.102749367065848,0.159840503272751,0.14125902401573,0.24854790640048,0.164398987305357,0.017524990930819,0.358852225733881,0.096891659924855,0.075897257881608,0.150144575374486,0.12427395320024,0.369886796303139,0.078867999084152,-0.04819372505975,-0.00139501630616,0.135037411751159,0.14523864842632,0.12427395320024,0.119100765933146,0.205810546262938,0.154996851658426,-0.06255729915942,0.086346578355269,0.07555325606086,0.11277677488692,0.169329235392261,0.297047249568211,0.220977155542587,0.407523617606175,0.05812381937191,0.187812746279192,0.187812746279192,0.19106029546726,0.223490547782283,0.186932185025695
CenpS,0.049154739982021,0.284901441149095,0.180519041031629,0.244367355047707,0.254823595718813,0.023639406868625,0.14813363449167,0.14813363449167,0.14813363449167,0,0.443841193440858,0.311319726197959,1,0.580506334316915,0.346417371107447,0.434345562685994,0.403716955377368,0.388390073255652,0.419027941293198,0.307305732434026,0.31675535001405,0.449350649350649,0.392954941963562,0.279494850311153,0.14813363449167,0.261932308665464,0.193665932746298,0.472496494736894,0.474164209335835,0.43355498476206,0.392207792207792,0.240692439764066,0.193476497487974,0.193476497487974,0.370338830195875,0.325669473639465,0.350098094202278,0.284901441149095,0.080873968648149,0.151280041427914,0.286482221568932,0.173280045088793,-0.01818181818182,-0.01818181818182,0.124341182825498,0.189409936054379,0.268501575911855,0.31675535001405,0.31675535001405,0.224533790522118,0.268501575911855,0.25170531054303,0.174077655955698,0.234437708061308,0.261932308665464,0.292508969650852,0.273979807768629,0.341881729378914,0.188568355942448,0.341121146168977,0.370678563451675,-0.0171802033186,0.228085018892647,0.156446554693686,0.372020255781485,0.255561740928151,0.335029697130245,0.228601719238177,0.169842464625473,0.085901016593006,0.103935371716301,0.023639406868625,0.311458908822176,0.152286225968293,0.260459197005657,0.316431577261279,0.189934294099397,0.360293443050915,0.232781425629767,0.14813363449167,0.105030098636329,0.089980139156415,0.339519339773311,0.148692533362945,0.146564322585474,0.113960576459638,0.529899745632199,0.422123526181583,0.450243665767231,0.370338830195875,0.399330638699474
CenpX,0.098344816503745,0.200197823985058,-0.02630284613594,0.220028905103911,0.353150799776079,0.028608195889614,0.194140302608791,0.194140302608791,0.194140302608791,0,0.400062797186883,0.369774553083074,0.580506334316915,1,0.364264329166945,0.289711133743263,0.292467799877395,0.270142241853895,0.267393451290737,0.273743552757195,0.237800529184051,0.423338680484388,0.25107389340694,0.203218056367937,0.070220960518073,0.237800529184051,-0.04973954926424,0.334931725312229,0.278717053409381,0.312348725427231,0.306730421189287,0.02989716510636,0.156455336306974,0.156455336306974,0.245555785859535,0.190704311925132,0.210347911641175,0.200197823985058,0.063775272988924,0.064268274992522,0.226404009107903,-0.00994790985285,-0.03295450806166,-0.03295450806166,0.053394912730935,0.300736861333588,0.27720143408057,0.291305648250463,0.344810767316875,0.313802888018218,0.334030885258819,0.369774553083074,0.247558231752517,0.228801926615487,0.344810767316875,-0.01121517493283,-0.06291610618606,0.200197823985058,-0.02645506775521,0.297250661480064,0.196612831831424,-0.12743070963714,0.118469514158994,0.178860329291554,0.23426362652367,0.177434175345422,0.255635568872855,0.195410286351026,0.064819396338446,-0.07712911372774,0.018151850243147,0.111664248472365,0.22059651146082,0.166460370428836,0.212123739945276,0.254426219534339,0.170538887098383,0.118208252659432,0.177617723663362,0.194140302608791,0.134875289919805,0.058746581886702,0.309946652689156,0.142115586977434,0.137503909275887,0.022244202665006,0.369901728334324,0.159531077148926,0.329740769592943,0.195892817932887,0.210347911641175
CenpC,0.100451796928981,0.355460494937959,0.090790719682197,0.278095552908821,0.372749658205487,0.455631023182549,0.1183580191185,0.1183580191185,0.1183580191185,0,0.176357792586313,0.16813552751666,0.346417371107447,0.364264329166945,1,0.204064041795433,0.229644286318865,0.163566090903903,0.190678192452423,0.189903846153846,0.104828483672192,0.206732947273799,0.176357792586313,0.273560827451208,0.1183580191185,0.222760527803408,-0.02192645048268,0.331669381695957,0.399837513742998,0.430708966090491,0.446990156267674,0.110613039891848,0.154586735600211,0.154586735600211,0.425691223484205,0.330264317222992,0.207105266180481,0.478033079399324,0.38134495630856,0.317767518887689,0.267548501573159,0.087705801930703,0.206732947273799,0.257019339853913,0.256776295506548,0.176357792586313,0.18232185867307,0.1637945057378,0.1637945057378,0.177745341973866,0.18232185867307,0.104016046684036,0.14978617237882,0.15348515337873,0.1637945057378,0.243825765577135,0.190678192452423,0.478033079399324,0.248452636258919,0.425865714918279,0.242681335848538,0.114566776722885,0.162993213486749,0.254807692307692,0.38134495630856,0.25608566409042,0.124483824360728,0.332358099817859,0.118876682273045,0.170002313846861,0.207105266180481,0.181031969032352,0.40390931617652,0.321037231246087,0.343898596427697,0.30100177588514,0.114401078830607,0.23416152971381,0.154775871154961,0.1183580191185,0.273499609138834,0.150843223043244,0.142699872019798,0.199635806877748,0.093567085117845,0.277831191445761,0.459819471628045,0.22797772122735,0.295984973324707,0.316227766016838,0.524823572252811
CenpL,0.156327582237021,0.128604402724863,0.275968079277661,0.357447511480793,0.245740086815127,-0.05141394760905,-0.00434204328274,-0.00434204328274,-0.00434204328274,0,0.698961913293576,0.641489113295015,0.434345562685994,0.289711133743263,0.204064041795433,1,0.851146703590881,0.725071442601511,0.826700411429056,0.67295276704449,0.681170180046202,0.668838872602359,0.751166537522972,0.463078748889648,0.256180553681458,0.624926770684589,0.32416777409655,0.321457860104329,0.349687313232309,0.405969798107145,0.338416481356572,0.321006861585189,0.334595964116479,0.334595964116479,0.345130571294339,0.210010110234206,0.386106155193374,0.245517496111102,0.110846944854132,0.144244185104486,0.182077402814196,0.240511574329698,0.045299843961116,0.045299843961116,0.137767654330426,0.333529543687806,0.367056050924162,0.45619654259975,0.343709723876524,0.374090127624592,0.367056050924162,0.396853434496069,0.392892940127513,0.365995873979976,0.399953133238137,0.2550742556364,0.231476115200136,0.303974042804221,0.131790420628592,0.387454597824445,0.256277127543007,0.119852121551144,0.514787456091306,0.215528313806412,0.230322693798706,0.230322693798706,0.193727298912223,0.273342214661783,0.196088146178115,0.066976185572698,-0.11897457107703,0.035892755878016,0.226408594341219,0.193727298912223,0.234036680829179,0.317481948402904,0.241620392998227,0.114820615486995,0.134603341764834,-0.00434204328274,0.073724534466343,0.145788294284522,0.303302581281938,0.240915728904857,0.313334058070244,0.007794206225749,0.289320936143158,0.234036680829179,0.297838718549527,0.345130571294339,0.335598082566334
CenpN,0.148701329511201,0.106991332732232,0.324106189889075,0.228600797287283,0.292404313657583,-0.06608803209281,0.269318954341609,0.269318954341609,0.269318954341609,0,0.846372028304927,0.674388335614889,0.403716955377368,0.292467799877395,0.229644286318865,0.851146703590881,1,0.87193593660895,0.924663628816244,0.819492047117573,0.660853820406154,0.766791264240237,0.899454594540079,0.622476757778627,0.269318954341609,0.77523236624568,0.308353639857088,0.347617185435207,0.322781232334652,0.376615702005668,0.354945779559968,0.307003621659434,0.351755954493024,0.351755954493024,0.321444428868422,0.174716114729536,0.36064365964454,0.2258705913236,0.089763924908888,0.131817329275671,0.23033097828811,0.265822103325076,0.083994802796634,0.083994802796634,0.171214434617341,0.315546365953405,0.396176119710654,0.489286001646864,0.317718182887574,0.350400528124106,0.396176119710654,0.425638539691364,0.37874708263836,0.521011322517149,0.374907455807337,0.198337116574935,0.218556857720203,0.285310220619284,0.161054023178928,0.368553092149586,0.243774956687919,-0.01433737804012,0.541188694420104,0.200501610390075,0.211248936063773,0.211248936063773,0.184276546074793,0.412797123159051,0.102072848781803,0.093192957260757,0.001141277403938,0.022686936390068,0.215363523887012,0.184276546074793,0.155525368097865,0.240450271036765,0.229833233276646,-0.02079137918647,0.128036879932896,0.269318954341609,0.167228240660618,0.240161848883836,0.247376513530276,0.204317693050346,0.33241293754143,0.150580394215733,0.267953345036081,0.211739356566973,0.283309015558604,0.321444428868422,0.309286176467311
CenpH,0.144931885079951,0.096003072147464,0.300934158669092,0.212501483455933,0.268336744213182,-0.07368325335351,0.276323505701118,0.276323505701118,0.276323505701118,0,0.762093796707796,0.629152354079017,0.388390073255652,0.270142241853895,0.163566090903903,0.725071442601511,0.87193593660895,1,0.848555291627663,0.84254187832514,0.679934357672791,0.743958450179841,0.815678516788813,0.572445205882854,0.276323505701118,0.737664633324254,0.300537153518764,0.28281943611261,0.309286176467311,0.361916589010886,0.388390073255652,0.274193548387097,0.360904559184746,0.360904559184746,0.256015884831525,0.205763722938275,0.347926267281106,0.276008832423959,0.079030956478942,0.125567722789861,0.222208807424964,0.214669395370546,0.054702827219106,0.054702827219106,0.18854629074174,0.279831315978644,0.350188893363587,0.391282979415474,0.33355270376401,0.366955947923146,0.411506014769663,0.44082515274716,0.293294230042707,0.472272669815201,0.391282979415474,0.169411303499267,0.237595481655746,0.216006912331794,0.176229124172508,0.301480328402086,0.237595481655746,0.025327763445931,0.481988812703872,0.192984452577267,0.201665199291093,0.201665199291093,0.179605302026775,0.335353903578894,0.02989716510636,0.079601542258639,0.036866359447005,-0.07368325335351,0.125567722789861,0.083388175941003,0.08701017321889,0.17363695463145,0.224007168344082,-0.04197612560288,0.124791260639215,0.276323505701118,0.162989155760853,0.1123951604549,0.218914606469832,0.185733444096172,0.342527556129841,0.064002048098309,0.313993233789909,0.143755938361645,0.207854132598713,0.202431164750508,0.296082949308756
CenpI,0.152498570332605,0.117851130197758,0.347070510520946,0.244557994022259,0.316227766016838,-0.05867146488489,0.262612865719445,0.262612865719445,0.262612865719445,0,0.824434538148607,0.657595949221429,0.419027941293198,0.267393451290737,0.190678192452423,0.826700411429056,0.924663628816244,0.848555291627663,1,0.849384675469882,0.755928946018454,0.789706504744873,0.877058019307029,0.606976978666884,0.262612865719445,0.755928946018454,0.316227766016838,0.360041149911548,0.336241319569543,0.391292790435615,0.370678563451675,0.339422116651065,0.342997170285018,0.342997170285018,0.333282047336671,0.240562612162344,0.373364328316172,0.235702260395516,0.100361955737962,0.138039407593558,0.238455241619133,0.25298221281347,0.112815214963553,0.112815214963553,0.205737799949456,0.29819972656439,0.381375431804258,0.472455591261534,0.302371578407382,0.334366927545212,0.381375431804258,0.410997468263393,0.360041149911548,0.505964425626941,0.359066249358766,0.178256023976845,0.25,0.294627825494395,0.201099916634961,0.377964473009227,0.25,0.053300179088903,0.527713002169008,0.208012573584461,0.220796302623518,0.220796302623518,0.188982236504614,0.391292790435615,0.125832212372112,0.106600358177805,0.016971105832553,0.117342929769771,0.220863052149693,0.188982236504614,0.222911285030141,0.306219331590258,0.235702260395516,0,0.131306432859723,0.262612865719445,0.171498585142509,0.19252140716413,0.226871303243258,0.222699667041522,0.322693056866872,0.157134840263677,0.278639106287676,0.278639106287676,0.290543601573988,0.280658566178249,0.322451010818512
CenpK,0.137460353692289,0.012257258446136,0.401448121968268,0.179744686636189,0.317933531998798,-0.08949895098229,0.291342816291692,0.291342816291692,0.291342816291692,0,0.699349867152622,0.66541772330746,0.307305732434026,0.273743552757195,0.189903846153846,0.67295276704449,0.819492047117573,0.84254187832514,0.849384675469882,1,0.661729803180711,0.698422119168241,0.808813324619989,0.605741832213389,0.291342816291692,0.779661847311927,0.285043856274784,0.310271357070412,0.334557919662509,0.383229237545083,0.407878517594253,0.260058317192536,0.380521195323595,0.380521195323595,0.28582125005368,0.220176211481995,0.322425243940068,0.257402427368867,0.119692212564001,0.112941467556468,0.205922161323162,0.241190955309433,0.094985408206881,0.094985408206881,0.224679258568229,0.316227766016838,0.38134495630856,0.425865714918279,0.307933670787063,0.343898596427697,0.31871531019949,0.473059280809586,0.331669381695957,0.504308361101542,0.366899692852671,0.110114861873545,0.173343811320384,0.257402427368867,0.207888940543177,0.340692571934623,0.225346954716499,0.051739834649045,0.510601189188082,0.177884615384615,0.18232185867307,0.18232185867307,0.170346285967312,0.379837828363268,0.077433435242075,0.107175371773021,0.110613039891848,0.093567085117845,0.199083264845299,0.170346285967312,0.177745341973866,0.261034735103711,0.212459146399699,-0.03627854685707,0.1183580191185,0.291342816291692,0.154586735600211,0.1495083272641,0.211240755430882,0.29669630966914,0.364098005132483,0.049029033784546,0.293666217174213,0.23570577957404,0.192157783729129,0.176357792586313,0.322425243940068
CenpM,0.115278083540847,0.066815310478106,0.369690000071716,0.295789546658614,0.167332005306815,-0.04435145861179,-0.09925833339709,-0.09925833339709,-0.09925833339709,0,0.503875093540165,0.59030127770114,0.31675535001405,0.237800529184051,0.104828483672192,0.681170180046202,0.660853820406154,0.679934357672791,0.755928946018454,0.661729803180711,1,0.560413311563319,0.563544512512026,0.360510438939454,0.347404166889826,0.421428571428571,0.239045721866879,0.291605921759902,0.254174546310059,0.240329006660124,0.261932308665464,0.33355270376401,0.453742606486515,0.453742606486515,0.212157934122175,0.054554472558998,0.243750052750623,0.133630620956212,0.053106555194944,0.073043588723847,0.15567496226931,0.406377727173694,0.231475063471806,0.231475063471806,0.349927106111883,0.026519741765272,0.01517330148427,0.1,-0.02857142857143,0.021063136593557,0.01517330148427,0.100972586975195,0.05832118435198,0.119522860933439,0.035714285714286,0.30012252399939,0.359066249358766,0.267261241912424,0.380043120065663,0.285714285714286,0.188982236504614,0.261892463308249,0.698098683677243,0.13103560459024,0.121386411874158,0.121386411874158,0.142857142857143,0.203355313327797,0.237800529184051,0.141019018704442,0.01282895014477,0.155230105141267,0.166956774225936,0.142857142857143,0.168505092748454,0.251904767454161,0.17817416127495,0.19775730295657,0.099258333397093,-0.09925833339709,0.129640744710433,0.14553250440357,0.134748888326257,0.240493035121941,0.443514586117904,0.089087080637475,0.231694502529124,0.168505092748454,0.219630318510231,0.152488515150313,0.243750052750623
CenpO,0.172041589937073,0.113960576459638,0.139838693756895,0.275898626666765,0.295595371033823,-0.02363940686862,0.232781425629767,0.232781425629767,0.232781425629767,0,0.726542590536946,0.582896508625965,0.449350649350649,0.423338680484388,0.206732947273799,0.668838872602359,0.766791264240237,0.743958450179841,0.789706504744873,0.698422119168241,0.560413311563319,1,0.777428842014241,0.53802758684897,0.232781425629767,0.67005939426049,-0.01019294382875,0.323287075346296,0.257403427925168,0.465086256381119,0.449350649350649,0.153167916213497,0.30403449605253,0.30403449605253,0.29118243900897,0.279145263119541,0.388390073255652,0.341881729378914,0.093813803631853,0.16907769336061,0.279494850311153,0.132508269773783,0.205194805194805,0.158441558441558,0.323287075346296,0.217680075763988,0.313790998354818,0.395944187517562,0.286298104820391,0.314347306730966,0.372020255781485,0.40405326166118,0.273550602216097,0.438296584636358,0.341121146168977,-0.0104467489161,0.112815214963553,0.284901441149095,0.023571044492806,0.371578391362635,0.282038037408883,0.120261423230209,0.398182321117672,0.245844585947221,0.268501575911855,0.268501575911855,0.21320071635561,0.480851892190648,0.195192086211365,0.120261423230209,0.142227350769676,-0.02363940686862,0.16907769336061,0.121828980774635,0.224533790522118,0.310625493274833,0.265908011739155,0.053660725560775,0.14813363449167,0.232781425629767,0.193476497487974,0.18926856857039,0.22460510169619,0.128183218416332,0.278945001049773,0.113960576459638,0.332310009972735,0.278421900247427,0.262942300808063,0.342068690486266,0.339157528758457
CenpP,0.133750094043068,0.124034734589208,0.329306508796075,0.163013577880576,0.244068086339101,-0.09777072968538,0.299424735808171,0.299424735808171,0.299424735808171,0,0.833846153846154,0.684890388365061,0.392954941963562,0.25107389340694,0.176357792586313,0.751166537522972,0.899454594540079,0.815678516788813,0.877058019307029,0.808813324619989,0.563544512512026,0.777428842014241,1,0.692060234676905,0.299424735808171,0.742552769427611,0.277350098112615,0.297732579078422,0.321444428868422,0.471881409654298,0.392954941963562,0.279831315978644,0.282778713670208,0.391076944437522,0.273846153846154,0.253184841770917,0.309600604912542,0.248069469178417,0.045772094218925,0.106540341081083,0.197731495621973,0.188598066716578,0.014135069854804,0.014135069854804,0.081199794294115,0.390769230769231,0.461241872513782,0.503875093540165,0.384536255596442,0.420338179778898,0.461241872513782,0.490237330619202,0.460132167666652,0.587982207998743,0.444205674568303,0.130757822993804,0.192952764247546,0.248069469178417,0.109032618459394,0.331496772065898,0.219264504826757,-0.01869893980017,0.450212149887328,0.170276489393682,0.172525585902102,0.172525585902102,0.165748386032949,0.454722085666869,0.102084989626998,0.037397879600338,0.041677004507458,0.087479073929026,0.193709711056515,0.165748386032949,0.166180210610262,0.249614088407152,0.206724557648681,-0.0584043540281,0.11516335992622,0.299424735808171,0.150414209399047,0.199245883969057,0.233090032293302,0.128353490404079,0.283020533299789,0.124034734589208,0.224832049649178,0.283483888688094,0.254823595718813,0.329230769230769,0.256015884831525
CenpQ,0.092563121471504,0.214598768819738,0.346090544770619,0.008482346989741,0.356465523119603,0.124642799714259,0.432657044582197,0.432657044582197,0.432657044582197,0,0.555169199246308,0.522096703194229,0.279494850311153,0.203218056367937,0.273560827451208,0.463078748889648,0.622476757778627,0.572445205882854,0.606976978666884,0.605741832213389,0.360510438939454,0.53802758684897,0.692060234676905,1,0.261871369089224,0.729214296945714,0.191942973987479,0.214076756932959,0.295931573370167,0.326570359105023,0.342381191631163,0.175118199228945,0.297416265872701,0.431253585515416,0.266177013337271,0.287860050235011,0.222208807424964,0.214598768819738,0.128796781524362,0.134058788092967,0.184210526315789,0.219363398842833,-0.02794948503112,0.034936856288894,0.05351918923324,0.281387128385115,0.41945978847799,0.360510438939454,0.360510438939454,0.343087260685096,0.41945978847799,0.361725702213067,0.254216148857888,0.466147222541019,0.360510438939454,0.044965112877979,0.086710996952412,0.137956351384117,0.183887146725625,0.229415733870562,0.151744244666721,-0.15713819666239,0.401427020950238,0.168345124585359,0.207119148667555,0.207119148667555,0.114707866935281,0.50045847239471,0.080468894803411,0.120164503330062,0.155987639649312,0.124642799714259,0.134058788092967,0.114707866935281,0.164295307933708,0.181182334663643,0.143065845879825,-0.05774190136406,0.07969998189672,0.432657044582197,0.104095693055445,0.14690476371897,0.361126062801269,0.242760699030339,0.33322870944016,0.143065845879825,0.236778532022108,0.164295307933708,0.176353277454374,0.266177013337271,0.288429975200615
CenpR,0.040048086573164,0.092847669088526,0.20300517669801,0.141292966418526,0.20761369963435,0.053927585352822,-0.03448275862069,-0.03448275862069,-0.03448275862069,0,0.299424735808171,0.39935292489312,0.14813363449167,0.070220960518073,0.1183580191185,0.256180553681458,0.269318954341609,0.276323505701118,0.262612865719445,0.291342816291692,0.347404166889826,0.232781425629767,0.299424735808171,0.261871369089224,1,0.347404166889826,0.08304547985374,0.121566134770966,0.128036879932896,0.141292966418526,0.14813363449167,0.276323505701118,0.765641493488776,0.765641493488776,0.11516335992622,0.025269934785963,0.124791260639215,0.092847669088526,0.089611558738885,0.058001479056574,0.07969998189672,0.4152273992687,0.232781425629767,0.232781425629767,0.283654314465588,-0.11516335992622,-0.08961155873889,-0.09925833339709,-0.09925833339709,-0.1024438998852,-0.08961155873889,-0.08634657835527,-0.12156613477097,-0.08304547985374,-0.09925833339709,0.238317292376868,0.262612865719445,0.092847669088526,0.326470629766773,0.099258333397093,0.065653216429861,0.111978502191171,0.497643349017463,0.072835704072923,0.089611558738885,0.089611558738885,0.049629166698547,0.244051487450181,0.194140302608791,0.111978502191171,0.124791260639215,0.053927585352822,0.058001479056574,0.049629166698547,0.102443899885196,0.10879965486912,0.061898446059017,0.162385862552742,0.03448275862069,-0.03448275862069,0.045037734911105,0.096061337050653,0.110647314317832,0.158741736767753,0.639427083469172,0.061898446059017,0.102443899885196,0.102443899885196,0.076300487825794,0.11516335992622,0.124791260639215
CenpU,0.115278083540847,0.066815310478106,0.316025322641951,0.129407926663144,0.436258442407054,0.055439323264738,0.347404166889826,0.347404166889826,0.347404166889826,0,0.68288335045575,0.59030127770114,0.261932308665464,0.237800529184051,0.222760527803408,0.624926770684589,0.77523236624568,0.737664633324254,0.755928946018454,0.779661847311927,0.421428571428571,0.67005939426049,0.742552769427611,0.729214296945714,0.347404166889826,1,0.239045721866879,0.291605921759902,0.311363819229822,0.295789546658614,0.31675535001405,0.275822428112547,0.453742606486515,0.453742606486515,0.331496772065898,0.218217890235992,0.301480328402086,0.267261241912424,0.189666268553372,0.166956774225936,0.229415733870562,0.262950294053567,0.121828980774635,0.067005939426049,0.233284737407922,0.265197417652718,0.424852441559553,0.421428571428571,0.357142857142857,0.337010185496908,0.424852441559553,0.380588981675735,0.233284737407922,0.478091443733757,0.357142857142857,0.079624343101879,0.13228756555323,0.200445931434318,0.131287623295411,0.285714285714286,0.188982236504614,-0.04029114820127,0.453310833556651,0.209656967344384,0.257946125232586,0.257946125232586,0.142857142857143,0.480658013320248,0.130790291051228,0.141019018704442,0.128289501447696,0.055439323264738,0.166956774225936,0.142857142857143,0.231694502529124,0.251904767454161,0.17817416127495,-0.07191174652966,0.099258333397093,0.347404166889826,0.129640744710433,0.14553250440357,0.244997978775013,0.186382102219504,0.443514586117904,0.17817416127495,0.294883912309794,0.168505092748454,0.219630318510231,0.271827353094036,0.35921060405355
Plk,0.048224282217041,0,0.409080601807896,0.092803233733462,-0.08,-0.12987482388638,0.08304547985374,0.08304547985374,0.08304547985374,0,0.277350098112615,0.207950097964015,0.193665932746298,-0.04973954926424,-0.02192645048268,0.32416777409655,0.308353639857088,0.300537153518764,0.316227766016838,0.285043856274784,0.239045721866879,-0.01019294382875,0.277350098112615,0.191942973987479,0.08304547985374,0.239045721866879,1,0.162650012158089,0.138227493729039,0.030934411244487,0.010192943828752,0.236136334907601,0.108465228909328,0.108465228909328,0.12203404316955,0.121716123890037,0.021466939537055,0,-0.13964384304683,-0.03492151478848,0.054840849710708,0.2,-0.1936659327463,-0.25482359571881,-0.22771001702132,0.277350098112615,0.215813211981457,0.239045721866879,0.239045721866879,0.246717581897585,0.215813211981457,0.207950097964015,0.29277002188456,0.2,0.239045721866879,0.225478016964967,0.25298221281347,0,0.254373509534584,-0.02390457218669,0.031622776601684,-0.13483997249265,0.166877503773944,-0.0877058019307,0.088864263757071,0.012694894822439,0.239045721866879,0.030934411244487,-0.04973954926424,-0.06741998624632,-0.2361363349076,0.20408900896431,0.069843029576958,0,0.035245368842512,0.01139235942823,0.049690399499995,-0.09024852563943,0.08304547985374,0.08304547985374,0.021693045781866,-0.15828959769462,0.163984012338158,0.160968727317107,0.129874823886379,-0.0496903995,0.035245368842512,0.035245368842512,0.070675349274022,-0.0110940039245,0.021466939537055
Mis12,0.094124161067002,0.157601809614883,0.258033595423735,0.30692042426617,0.341565025531987,0.08147883221029,0.121566134770966,0.121566134770966,0.121566134770966,0,0.297732579078422,0.304407773659105,0.472496494736894,0.334931725312229,0.331669381695957,0.321457860104329,0.347617185435207,0.28281943611261,0.360041149911548,0.310271357070412,0.291605921759902,0.323287075346296,0.297732579078422,0.214076756932959,0.121566134770966,0.291605921759902,0.162650012158089,1,0.586279730659379,0.508179718866937,0.472496494736894,0.020949587860193,0.158776837207489,0.158776837207489,0.460132167666652,0.356348322549899,0.50279010864464,0.278833970857101,0.365473989107109,0.306719179465949,0.454913108482537,0.227710017021324,0.223814129085897,0.174077655955698,0.216931216931217,0.297732579078422,0.192028706141024,0.174963553055941,0.174963553055941,0.246504365842289,0.253973450057483,0.177571201301144,0.322751322751323,0.29277002188456,0.233284737407922,0.160032009603201,0.102868899974728,0.33945005147821,0.203108012599889,0.466569474815844,0.38575837490523,-0.01096586158266,0.170258303020391,0.171184197004365,0.551308220856487,0.30352924519065,0.408248290463863,0.296857459536132,0.286390895556833,0.153522062157279,-0.07332355751068,0.172010867999501,0.221519407392074,0.408248290463863,0.384088197940311,0.339093034110506,0.26671075473288,0.210397907692537,0.283654314465588,0.121566134770966,0.264628062012482,0.196064207227951,0.210042012604202,0.225816002051096,0.190117275157343,0.26671075473288,0.326761601232802,0.44141479464782,0.351757600412123,0.351865775274498,0.450416138994157
